response_id,call_timestamp,calling_source,matched_spot_time,matched_end_time,matched_tfn,station,creative,impressions,attribution_window,attribution_status,weight
4165,2024-07-01 10:31:28,800-704-6523,2024-07-01 09:34:19,2024-07-01 10:04:19,800-704-6523,Station A,Creative 1,658.0,30 minutes,Attributed (TFN only),
4166,2024-07-01 11:18:16,800-896-7906,2024-07-01 11:15:07,2024-07-01 11:45:07,800-896-7906,Station B,Creative 2,821.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4166,2024-07-01 11:18:16,800-896-7906,2024-07-01 11:15:07,2024-07-01 11:45:07,800-896-7906,Station B,Creative 2,821.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4167,2024-07-01 12:10:57,800-896-7906,2024-07-01 11:15:07,2024-07-01 11:45:07,800-896-7906,Station B,Creative 2,821.0,30 minutes,Attributed (TFN only),
4168,2024-07-01 11:48:41,800-496-2099,2024-07-01 11:10:10,2024-07-01 12:10:10,800-496-2099,Station C,Creative 2,987.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4168,2024-07-01 11:48:41,800-496-2099,2024-07-01 11:10:10,2024-07-01 12:10:10,800-496-2099,Station C,Creative 2,987.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4169,2024-07-01 12:25:31,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN only),
4170,2024-07-01 12:16:13,800-715-9812,2024-07-01 10:17:44,2024-07-01 10:47:44,800-715-9812,Station A,Creative 1,465.0,30 minutes,Attributed (TFN only),
4171,2024-07-01 11:28:57,800-849-8701,2024-07-01 11:28:57,2024-07-01 11:58:57,800-849-8701,Station C,Creative 3,423.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4171,2024-07-01 11:28:57,800-849-8701,2024-07-01 11:28:57,2024-07-01 11:58:57,800-849-8701,Station C,Creative 3,423.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4172,2024-07-01 11:38:59,800-804-7074,2024-07-01 11:38:59,2024-07-01 12:08:59,800-804-7074,Station B,Creative 2,713.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4172,2024-07-01 11:38:59,800-804-7074,2024-07-01 11:38:59,2024-07-01 12:08:59,800-804-7074,Station B,Creative 2,713.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4173,2024-07-01 11:28:03,800-913-1793,2024-07-01 11:28:03,2024-07-01 11:58:03,800-913-1793,Station B,Creative 1,481.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4173,2024-07-01 11:28:03,800-913-1793,2024-07-01 11:28:03,2024-07-01 11:58:03,800-913-1793,Station B,Creative 1,481.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4174,2024-07-01 11:20:59,800-708-0283,2024-07-01 10:29:05,2024-07-01 10:59:05,800-708-0283,Station B,Creative 2,367.0,30 minutes,Attributed (TFN only),
4175,2024-07-01 11:20:10,800-715-9812,2024-07-01 10:17:44,2024-07-01 10:47:44,800-715-9812,Station A,Creative 1,465.0,30 minutes,Attributed (TFN only),
4176,2024-07-01 11:18:32,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN only),
4177,2024-07-01 11:15:30,800-896-7906,2024-07-01 11:15:07,2024-07-01 11:45:07,800-896-7906,Station B,Creative 2,821.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4177,2024-07-01 11:15:30,800-896-7906,2024-07-01 11:15:07,2024-07-01 11:45:07,800-896-7906,Station B,Creative 2,821.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4178,2024-07-01 12:09:06,800-528-1716,2024-07-01 12:09:06,2024-07-01 12:39:06,800-528-1716,Station C,Creative 2,851.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4178,2024-07-01 12:09:06,800-528-1716,2024-07-01 12:09:06,2024-07-01 12:39:06,800-528-1716,Station C,Creative 2,851.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4179,2024-07-01 12:00:55,800-404-5168,2024-07-01 12:00:55,2024-07-01 12:30:55,800-404-5168,Station B,Creative 2,633.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4179,2024-07-01 12:00:55,800-404-5168,2024-07-01 12:00:55,2024-07-01 12:30:55,800-404-5168,Station B,Creative 2,633.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4180,2024-07-01 12:21:17,800-661-0283,2024-07-01 12:21:17,2024-07-01 12:51:17,800-661-0283,Station B,Creative 1,185.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4180,2024-07-01 12:21:17,800-661-0283,2024-07-01 12:21:17,2024-07-01 12:51:17,800-661-0283,Station B,Creative 1,185.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4181,2024-07-01 12:27:26,800-513-9162,2024-07-01 11:46:45,2024-07-01 12:16:45,800-513-9162,Station B,Creative 2,118.0,30 minutes,Attributed (TFN only),
4182,2024-07-01 12:27:59,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN only),
4183,2024-07-01 12:19:02,800-715-9812,2024-07-01 10:17:44,2024-07-01 10:47:44,800-715-9812,Station A,Creative 1,465.0,30 minutes,Attributed (TFN only),
4184,2024-07-01 11:59:07,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN only),
4185,2024-07-01 03:17:45,800-982-1912,2024-07-01 01:55:29,2024-07-01 02:25:29,800-982-1912,Station B,Creative 2,225.0,30 minutes,Attributed (TFN only),
4186,2024-07-01 05:03:52,800-577-6855,2024-07-01 05:03:52,2024-07-01 05:33:52,800-577-6855,Station B,Creative 3,448.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4186,2024-07-01 05:03:52,800-577-6855,2024-07-01 05:03:52,2024-07-01 05:33:52,800-577-6855,Station B,Creative 3,448.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4187,2024-07-01 05:40:25,800-592-3672,2024-07-01 05:40:25,2024-07-01 06:10:25,800-592-3672,Station B,Creative 1,785.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4187,2024-07-01 05:40:25,800-592-3672,2024-07-01 05:40:25,2024-07-01 06:10:25,800-592-3672,Station B,Creative 1,785.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4188,2024-07-01 12:39:49,800-715-9812,2024-07-01 10:17:44,2024-07-01 10:47:44,800-715-9812,Station A,Creative 1,465.0,30 minutes,Attributed (TFN only),
4189,2024-07-01 12:45:47,800-571-0845,2024-07-01 12:45:47,2024-07-01 13:15:47,800-571-0845,Station B,Creative 3,525.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4189,2024-07-01 12:45:47,800-571-0845,2024-07-01 12:45:47,2024-07-01 13:15:47,800-571-0845,Station B,Creative 3,525.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4190,2024-07-01 08:09:49,800-549-3767,2024-07-01 08:08:38,2024-07-01 09:08:38,800-549-3767,Station C,Creative 1,149.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4190,2024-07-01 08:09:49,800-549-3767,2024-07-01 08:08:38,2024-07-01 09:08:38,800-549-3767,Station C,Creative 1,149.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4191,2024-07-01 08:08:28,800-717-1449,2024-07-01 08:08:28,2024-07-01 08:38:28,800-717-1449,Station C,Creative 3,643.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4191,2024-07-01 08:08:28,800-717-1449,2024-07-01 08:08:28,2024-07-01 08:38:28,800-717-1449,Station C,Creative 3,643.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4192,2024-07-01 08:21:10,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4192,2024-07-01 08:21:10,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4193,2024-07-01 08:26:32,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4193,2024-07-01 08:26:32,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4194,2024-07-01 08:26:01,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4194,2024-07-01 08:26:01,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4195,2024-07-01 08:23:28,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4195,2024-07-01 08:23:28,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4196,2024-07-01 08:25:37,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4196,2024-07-01 08:25:37,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4197,2024-07-01 08:20:34,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4197,2024-07-01 08:20:34,800-319-0036,2024-07-01 08:20:04,2024-07-01 08:50:04,800-319-0036,Station C,Creative 3,507.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4198,2024-07-01 08:15:21,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4198,2024-07-01 08:15:21,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4199,2024-07-01 08:16:01,800-434-2702,2024-07-01 08:16:01,2024-07-01 08:46:01,800-434-2702,Station B,Creative 2,548.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4199,2024-07-01 08:16:01,800-434-2702,2024-07-01 08:16:01,2024-07-01 08:46:01,800-434-2702,Station B,Creative 2,548.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4200,2024-07-01 08:15:06,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4200,2024-07-01 08:15:06,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4201,2024-07-01 08:18:54,800-631-8769,2024-07-01 08:18:54,2024-07-01 08:48:54,800-631-8769,Station C,Creative 2,697.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4201,2024-07-01 08:18:54,800-631-8769,2024-07-01 08:18:54,2024-07-01 08:48:54,800-631-8769,Station C,Creative 2,697.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4202,2024-07-01 08:56:46,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4202,2024-07-01 08:56:46,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4203,2024-07-01 08:58:06,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4203,2024-07-01 08:58:06,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4204,2024-07-01 08:59:04,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4204,2024-07-01 08:59:04,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4205,2024-07-01 08:58:38,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4205,2024-07-01 08:58:38,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4206,2024-07-01 08:57:39,800-825-7043,2024-07-01 08:45:37,2024-07-01 09:15:37,800-825-7043,Station B,Creative 1,721.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4206,2024-07-01 08:57:39,800-825-7043,2024-07-01 08:45:37,2024-07-01 09:15:37,800-825-7043,Station B,Creative 1,721.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4207,2024-07-01 08:58:53,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4207,2024-07-01 08:58:53,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4208,2024-07-01 09:34:43,800-704-6523,2024-07-01 09:34:19,2024-07-01 10:04:19,800-704-6523,Station A,Creative 1,658.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4208,2024-07-01 09:34:43,800-704-6523,2024-07-01 09:34:19,2024-07-01 10:04:19,800-704-6523,Station A,Creative 1,658.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4209,2024-07-01 09:21:06,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4209,2024-07-01 09:21:06,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4210,2024-07-01 09:21:36,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4210,2024-07-01 09:21:36,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4211,2024-07-01 09:22:19,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4211,2024-07-01 09:22:19,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4212,2024-07-01 08:55:37,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4212,2024-07-01 08:55:37,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4213,2024-07-01 08:45:48,800-825-7043,2024-07-01 08:45:37,2024-07-01 09:15:37,800-825-7043,Station B,Creative 1,721.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4213,2024-07-01 08:45:48,800-825-7043,2024-07-01 08:45:37,2024-07-01 09:15:37,800-825-7043,Station B,Creative 1,721.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4214,2024-07-01 08:55:52,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4214,2024-07-01 08:55:52,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4215,2024-07-01 08:49:27,800-974-2770,2024-07-01 08:45:18,2024-07-01 09:15:18,800-974-2770,Station C,Creative 2,217.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4215,2024-07-01 08:49:27,800-974-2770,2024-07-01 08:45:18,2024-07-01 09:15:18,800-974-2770,Station C,Creative 2,217.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4216,2024-07-01 08:56:32,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4216,2024-07-01 08:56:32,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4217,2024-07-01 08:45:18,800-974-2770,2024-07-01 08:45:18,2024-07-01 09:15:18,800-974-2770,Station C,Creative 2,217.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4217,2024-07-01 08:45:18,800-974-2770,2024-07-01 08:45:18,2024-07-01 09:15:18,800-974-2770,Station C,Creative 2,217.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4218,2024-07-01 08:35:24,800-612-7470,2024-07-01 08:34:53,2024-07-01 09:34:53,800-612-7470,Station A,Creative 3,949.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4218,2024-07-01 08:35:24,800-612-7470,2024-07-01 08:34:53,2024-07-01 09:34:53,800-612-7470,Station A,Creative 3,949.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4219,2024-07-01 08:28:52,800-402-5217,2024-07-01 08:28:52,2024-07-01 08:58:52,800-402-5217,Station C,Creative 2,746.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4219,2024-07-01 08:28:52,800-402-5217,2024-07-01 08:28:52,2024-07-01 08:58:52,800-402-5217,Station C,Creative 2,746.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4220,2024-07-01 08:41:41,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4220,2024-07-01 08:41:41,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4221,2024-07-01 08:47:48,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4221,2024-07-01 08:47:48,800-949-5079,2024-07-01 08:24:26,2024-07-01 08:54:26,800-949-5079,Station C,Creative 3,662.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4222,2024-07-01 08:46:21,800-681-4293,2024-07-01 08:46:21,2024-07-01 09:16:21,800-681-4293,Station B,Creative 3,703.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4222,2024-07-01 08:46:21,800-681-4293,2024-07-01 08:46:21,2024-07-01 09:16:21,800-681-4293,Station B,Creative 3,703.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4223,2024-07-01 08:48:29,800-795-9021,2024-07-01 08:48:29,2024-07-01 09:18:29,800-795-9021,Station C,Creative 2,649.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4223,2024-07-01 08:48:29,800-795-9021,2024-07-01 08:48:29,2024-07-01 09:18:29,800-795-9021,Station C,Creative 2,649.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4224,2024-07-01 08:53:12,800-772-3759,2024-07-01 08:52:27,2024-07-01 09:22:27,800-772-3759,Station A,Creative 1,992.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4224,2024-07-01 08:53:12,800-772-3759,2024-07-01 08:52:27,2024-07-01 09:22:27,800-772-3759,Station A,Creative 1,992.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4225,2024-07-01 09:39:51,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN only),
4226,2024-07-01 09:39:39,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN only),
4227,2024-07-01 09:45:16,800-342-8028,2024-07-01 09:44:00,2024-07-01 10:14:00,800-342-8028,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4227,2024-07-01 09:45:16,800-342-8028,2024-07-01 09:44:00,2024-07-01 10:14:00,800-342-8028,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4228,2024-07-01 09:47:07,800-726-8147,2024-07-01 09:47:07,2024-07-01 10:17:07,800-726-8147,Station A,Creative 2,739.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4228,2024-07-01 09:47:07,800-726-8147,2024-07-01 09:47:07,2024-07-01 10:17:07,800-726-8147,Station A,Creative 2,739.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4229,2024-07-01 10:20:34,800-591-4581,2024-07-01 09:55:30,2024-07-01 10:25:30,800-591-4581,Station B,Creative 3,891.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4229,2024-07-01 10:20:34,800-591-4581,2024-07-01 09:55:30,2024-07-01 10:25:30,800-591-4581,Station B,Creative 3,891.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4230,2024-07-01 10:25:37,800-295-7187,2024-07-01 10:25:37,2024-07-01 11:25:37,800-295-7187,Station C,Creative 2,653.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4230,2024-07-01 10:25:37,800-295-7187,2024-07-01 10:25:37,2024-07-01 11:25:37,800-295-7187,Station C,Creative 2,653.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4231,2024-07-01 11:05:24,800-790-2863,2024-07-01 08:55:26,2024-07-01 09:25:26,800-790-2863,Station A,Creative 2,728.0,30 minutes,Attributed (TFN only),
4232,2024-07-01 10:52:36,800-982-2483,2024-07-01 10:52:36,2024-07-01 11:22:36,800-982-2483,Station A,Creative 1,494.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4232,2024-07-01 10:52:36,800-982-2483,2024-07-01 10:52:36,2024-07-01 11:22:36,800-982-2483,Station A,Creative 1,494.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4233,2024-07-01 10:29:05,800-708-0283,2024-07-01 10:29:05,2024-07-01 10:59:05,800-708-0283,Station B,Creative 2,367.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4233,2024-07-01 10:29:05,800-708-0283,2024-07-01 10:29:05,2024-07-01 10:59:05,800-708-0283,Station B,Creative 2,367.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4234,2024-07-01 10:40:37,800-708-0283,2024-07-01 10:29:05,2024-07-01 10:59:05,800-708-0283,Station B,Creative 2,367.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4234,2024-07-01 10:40:37,800-708-0283,2024-07-01 10:29:05,2024-07-01 10:59:05,800-708-0283,Station B,Creative 2,367.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4235,2024-07-01 10:26:46,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN only),
4236,2024-07-01 10:35:20,800-708-0283,2024-07-01 10:29:05,2024-07-01 10:59:05,800-708-0283,Station B,Creative 2,367.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4236,2024-07-01 10:35:20,800-708-0283,2024-07-01 10:29:05,2024-07-01 10:59:05,800-708-0283,Station B,Creative 2,367.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4237,2024-07-01 10:04:35,800-772-3759,2024-07-01 08:52:27,2024-07-01 09:22:27,800-772-3759,Station A,Creative 1,992.0,30 minutes,Attributed (TFN only),
4238,2024-07-01 11:10:10,800-496-2099,2024-07-01 11:10:10,2024-07-01 12:10:10,800-496-2099,Station C,Creative 2,987.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4238,2024-07-01 11:10:10,800-496-2099,2024-07-01 11:10:10,2024-07-01 12:10:10,800-496-2099,Station C,Creative 2,987.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4239,2024-07-01 10:17:44,800-715-9812,2024-07-01 10:17:44,2024-07-01 10:47:44,800-715-9812,Station A,Creative 1,465.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4239,2024-07-01 10:17:44,800-715-9812,2024-07-01 10:17:44,2024-07-01 10:47:44,800-715-9812,Station A,Creative 1,465.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4240,2024-07-01 10:05:27,800-912-8679,2024-07-01 10:05:27,2024-07-01 10:35:27,800-912-8679,Station A,Creative 2,717.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4240,2024-07-01 10:05:27,800-912-8679,2024-07-01 10:05:27,2024-07-01 10:35:27,800-912-8679,Station A,Creative 2,717.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4241,2024-07-01 10:00:08,800-883-5062,2024-07-01 08:14:22,2024-07-01 08:44:22,800-883-5062,Station A,Creative 3,447.0,30 minutes,Attributed (TFN only),
4242,2024-07-01 09:46:07,800-342-8028,2024-07-01 09:44:00,2024-07-01 10:14:00,800-342-8028,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4242,2024-07-01 09:46:07,800-342-8028,2024-07-01 09:44:00,2024-07-01 10:14:00,800-342-8028,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4243,2024-07-01 09:45:17,800-342-8028,2024-07-01 09:44:00,2024-07-01 10:14:00,800-342-8028,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4243,2024-07-01 09:45:17,800-342-8028,2024-07-01 09:44:00,2024-07-01 10:14:00,800-342-8028,Station B,Creative 2,867.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4244,2024-07-01 09:52:36,800-980-6195,2024-07-01 08:41:01,2024-07-01 09:11:01,800-980-6195,Station A,Creative 2,301.0,30 minutes,Attributed (TFN only),
4245,2024-07-01 08:58:33,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4245,2024-07-01 08:58:33,800-961-9919,2024-07-01 08:58:06,2024-07-01 09:58:06,800-961-9919,Station C,Creative 1,895.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
4246,2024-07-01 09:22:17,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
4246,2024-07-01 09:22:17,800-791-5766,2024-07-01 09:21:06,2024-07-01 09:51:06,800-791-5766,Station B,Creative 3,944.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
